"product_code","setid","part_num","numerator_value","numerator_unit","denominator_value","denominator_unit","base_of_strength"
"68788-9893","18921375-a801-4614-95f1-54cb22c32028","0","4","mg","","","ONDANSETRON"
"68788-9892","18921375-a801-4614-95f1-54cb22c32028","0","8","mg","","","ONDANSETRON"
"42549-517","18d6cb05-eb82-4b32-8fb7-ab884ca67d93","0","600","mg","","","IBUPROFEN"
"42549-518","18d6cb05-eb82-4b32-8fb7-ab884ca67d93","0","800","mg","","","IBUPROFEN"
"0378-6112","18a72365-8f87-47ca-8dce-25d739f342a8","0","5","mg","","","Oxycodone"
"0378-6113","18a72365-8f87-47ca-8dce-25d739f342a8","0","15","mg","","","Oxycodone"
"0378-6114","18a72365-8f87-47ca-8dce-25d739f342a8","0","30","mg","","","Oxycodone"
"51079-413","18ee162c-e883-4ff5-ab4a-73db25375a44","0","10","mg","","","HYDROXYZINE"
"51079-422","18ee162c-e883-4ff5-ab4a-73db25375a44","0","25","mg","","","HYDROXYZINE"
"51079-430","18ee162c-e883-4ff5-ab4a-73db25375a44","0","50","mg","","","HYDROXYZINE"
"42254-124","18f7b809-b270-4d44-8065-685bac30efc0","0","40","mg","","","PANTOPRAZOLE"
"49349-472","19086156-4c55-4266-a3c9-16557cd9bd01","0","100","mg","","","SERTRALINE"
"54868-6017","18c9e286-5734-4554-8201-b80a459d5551","0","50","mg","","","TOPIRAMATE"
"54868-6014","18c9e286-5734-4554-8201-b80a459d5551","0","100","mg","","","TOPIRAMATE"
"54868-6015","18c9e286-5734-4554-8201-b80a459d5551","0","200","mg","","","TOPIRAMATE"
"54868-6016","18c9e286-5734-4554-8201-b80a459d5551","0","25","mg","","","TOPIRAMATE"
"49999-357","190b10b5-388c-491b-86ee-2ee78ddbcd09","0","30","mg","","","NIFEDIPINE"
"52125-257","18fc4ed4-5665-4a23-9c17-1c0c0078e917","0","100","mg","","","LABETALOL"
"43063-341","191a1bdd-d685-4251-85ce-dcec9787c7c2","0","250","mg","","","AMOXICILLIN ANHYDROUS"
"46014-0601","1920b87b-ac14-4b51-ae82-9ccf51f1b00e","0","200","mg","","","emtricitabine"
"68180-750","18ecf4c4-1924-4005-a696-36eb451ecb45","0","2.5","mg","","","AMLODIPINE"
"68180-751","18ecf4c4-1924-4005-a696-36eb451ecb45","0","5","mg","","","AMLODIPINE"
"68180-752","18ecf4c4-1924-4005-a696-36eb451ecb45","0","10","mg","","","AMLODIPINE"
"53808-0913","18def499-cbff-49a0-bdf7-dd5d38fc6f01","0","100","mg","","","CARBAMAZEPINE"
"53808-0916","18def499-cbff-49a0-bdf7-dd5d38fc6f01","0","200","mg","","","CARBAMAZEPINE"
"53808-0915","18def499-cbff-49a0-bdf7-dd5d38fc6f01","0","200","mg","","","CARBAMAZEPINE"
"58657-105","1965cadf-282b-4647-8356-5586cb83d061","0","42","mg","","","PYRIDOXINE"
"58657-105","1965cadf-282b-4647-8356-5586cb83d061","0","1.22","mg","","","FOLIC ACID"
"58657-105","1965cadf-282b-4647-8356-5586cb83d061","0","124.23","mg","","","CALCIUM"
"58657-105","1965cadf-282b-4647-8356-5586cb83d061","0","100","mg","","","GINGER"
"68382-097","187606f4-a9f0-4eb1-9f05-ff1be60191b9","0","10","mg","","","PAROXETINE"
"68382-098","187606f4-a9f0-4eb1-9f05-ff1be60191b9","0","20","mg","","","PAROXETINE"
"68382-099","187606f4-a9f0-4eb1-9f05-ff1be60191b9","0","30","mg","","","PAROXETINE"
"68382-001","187606f4-a9f0-4eb1-9f05-ff1be60191b9","0","40","mg","","","PAROXETINE"
"34908-620","18c346ed-a0da-462c-8f2c-53b4ff08b693","1","0.05","mg","","","LEVONORGESTREL"
"34908-620","18c346ed-a0da-462c-8f2c-53b4ff08b693","1","0.03","mg","","","ETHINYL ESTRADIOL"
"34908-620","18c346ed-a0da-462c-8f2c-53b4ff08b693","2","0.075","mg","","","LEVONORGESTREL"
"34908-620","18c346ed-a0da-462c-8f2c-53b4ff08b693","2","0.04","mg","","","ETHINYL ESTRADIOL"
"34908-620","18c346ed-a0da-462c-8f2c-53b4ff08b693","3","0.125","mg","","","LEVONORGESTREL"
"34908-620","18c346ed-a0da-462c-8f2c-53b4ff08b693","3","0.03","mg","","","ETHINYL ESTRADIOL"
"63629-1253","194e09a4-fcdb-4024-822a-b15066a0875d","0","10","mg","","","RAMIPRILAT"
"49349-902","19465030-2081-4cd5-bd7f-2eec019e3738","0","50","mg","","","QUETIAPINE"
"0615-1333","194a19cf-d20f-43f0-b279-e23b8e23f540","0","25","mg","","","HYDROCHLOROTHIAZIDE"
"0615-1333","194a19cf-d20f-43f0-b279-e23b8e23f540","0","37.5","mg","","","TRIAMTERENE"
"54868-5930","190ac700-81ee-4cba-b80c-a686bae27178","0","2.5","mg","","","MIDODRINE"
"54868-5435","190ac700-81ee-4cba-b80c-a686bae27178","0","5","mg","","","MIDODRINE"
"76237-143","19567e4e-2afe-41e7-b8d1-956843b75687","0","10","mg","","","CYCLOBENZAPRINE"
"0615-7583","193d716d-402c-400b-86c7-12ca86a280dc","0","50","mg","","","PROPYLTHIOURACIL"
"16729-156","18c7bbd6-ab48-4de5-ad30-59b4d68493f7","0","5","mg","","","SIMVASTATIN"
"16729-004","18c7bbd6-ab48-4de5-ad30-59b4d68493f7","0","10","mg","","","SIMVASTATIN"
"16729-005","18c7bbd6-ab48-4de5-ad30-59b4d68493f7","0","20","mg","","","SIMVASTATIN"
"16729-006","18c7bbd6-ab48-4de5-ad30-59b4d68493f7","0","40","mg","","","SIMVASTATIN"
"16729-007","18c7bbd6-ab48-4de5-ad30-59b4d68493f7","0","80","mg","","","SIMVASTATIN"
"42998-679","19647025-6c7b-4079-8040-51e26347b014","0","100","mg","","","SECOBARBITAL"
"0093-7231","1968f683-4a33-4559-abda-f350165e96f3","0","100","mg","","","CILOSTAZOL"
"21695-081","18fbbcbb-73bd-4d22-8f4e-9a2777f0daf8","0","15","mg","","","MIRTAZAPINE"
"21695-082","18fbbcbb-73bd-4d22-8f4e-9a2777f0daf8","0","30","mg","","","MIRTAZAPINE"
"21695-083","18fbbcbb-73bd-4d22-8f4e-9a2777f0daf8","0","45","mg","","","MIRTAZAPINE"
"53746-110","1980a079-60a2-4c2d-9e6f-cdef1281b626","0","10","mg","","","HYDROCODONE"
"53746-110","1980a079-60a2-4c2d-9e6f-cdef1281b626","0","325","mg","","","ACETAMINOPHEN"
"21695-218","1971dce3-875a-43e7-aafc-528600da92b5","0","10","mg","","","DICYCLOMINE"
"76519-1000","1987e93d-951f-4738-af92-6196f753d121","0","7.5","mg","","","CYCLOBENZAPRINE"
"65862-185","19651a59-3544-403c-9ec7-add10dbf1782","0","150","mg","","","CLINDAMYCIN"
"65862-186","19651a59-3544-403c-9ec7-add10dbf1782","0","300","mg","","","CLINDAMYCIN"
"63739-446","195d7053-b40e-4b2a-9c60-45d17ededb07","0","10","meq","","","POTASSIUM CATION"
"63739-447","195d7053-b40e-4b2a-9c60-45d17ededb07","0","20","meq","","","POTASSIUM CATION"
"0615-7740","1978b2f3-3a16-42fa-9837-ab786ea267b1","0","80","mg","","","PRAVASTATIN"
"66116-390","197c51b6-d0b8-4cd6-89f6-be666168092c","0","40","mg","","","Citalopram"
"52125-087","1971ee9a-2df0-4684-9956-295f97d76f70","0","100","mg","","","LAMOTRIGINE"
"58177-311","1969d6f2-3f37-4317-a73b-09158f83e59c","0","5","mg","","","dextroamphetamine"
"58177-312","1969d6f2-3f37-4317-a73b-09158f83e59c","0","10","mg","","","dextroamphetamine"
"16590-099","1994a329-5704-4295-a915-6991132b74bd","0","10","mg","","","FLUOXETINE"
"75921-025","19a1ef21-8020-4246-a46c-e0549260f691","0","37.5","mg","","","Phentermine"
"0378-7005","18f9a895-e7f2-4a9c-981f-27e0cf5d30c5","0","5","mg","","","LOXAPINE"
"0378-7010","18f9a895-e7f2-4a9c-981f-27e0cf5d30c5","0","10","mg","","","LOXAPINE"
"0378-7025","18f9a895-e7f2-4a9c-981f-27e0cf5d30c5","0","25","mg","","","LOXAPINE"
"0378-7050","18f9a895-e7f2-4a9c-981f-27e0cf5d30c5","0","50","mg","","","LOXAPINE"
"49349-291","19a079ab-99fc-4aff-a81b-247abbffccd5","0","500","mg","","","CIPROFLOXACIN"
"16590-735","199f110d-3d5b-4a99-be74-d6a9a2224ede","0","750","mg","","","CIPROFLOXACIN"
"54868-2118","19b1a56b-4e29-4973-9ca0-b3902db4f69d","0","2","mg","","","LOPERAMIDE"
"60760-027","19c54f57-6de3-4c49-9d23-3c594053db8d","0","0.1","mg","","","Clonidine"
"58118-2788","19b69b3c-bcc3-4e99-af99-aeb1cbe337b6","0","2","mg","","","TIZANIDINE"
"52125-384","19ce66e2-141b-4203-b3c3-9ec606c1dcae","0","12.5","mg","","","CARVEDILOL"
"55154-5888","19d9dc88-4b9a-4ec0-a10c-04cbf510880a","0","500","mg","","","METFORMIN"
"0781-5409","19c9e03f-bdac-4ca0-ad47-1b255610d99f","0","50","mg","","","BICALUTAMIDE"
"55289-344","19dfd52b-35b7-4cf5-bd93-7ce7f040a177","0","25","mg","","","CAPTOPRIL"
"55111-181","1953d6dd-5f8e-8dba-7067-5854b0ac7ebc","0","250","mg","","","levetiracetam"
"55111-182","1953d6dd-5f8e-8dba-7067-5854b0ac7ebc","0","500","mg","","","levetiracetam"
"55111-183","1953d6dd-5f8e-8dba-7067-5854b0ac7ebc","0","750","mg","","","levetiracetam"
"49349-519","19e0f743-5389-45a9-8163-cffd7dfb70bf","0","0.5","mg","","","BENZTROPINE"
"16714-383","19e5be87-a984-4590-94e9-e7135e5e14ba","0","12.5","mg","","","HYDROCHLOROTHIAZIDE"
"68084-622","19f9c778-3b40-4e48-ab6e-b4290514a382","0","20","mg","","","SILDENAFIL"
"0378-3286","19c08e02-de3a-4fbe-822c-a4e62b7613bb","0","200","mg","","","ETIDRONIC ACID"
"0378-3288","19c08e02-de3a-4fbe-822c-a4e62b7613bb","0","400","mg","","","ETIDRONIC ACID"
"16590-320","198dea39-a961-4bf1-a2c2-2410abae1b51","0","250","mg","","","LEVETIRACETAM"
"16590-685","198dea39-a961-4bf1-a2c2-2410abae1b51","0","500","mg","","","LEVETIRACETAM"
"16590-867","198dea39-a961-4bf1-a2c2-2410abae1b51","0","750","mg","","","LEVETIRACETAM"
"49349-677","1a09c749-6cee-47e7-b53c-0f11a56fd46b","0","200","mg","","","CARBAMAZEPINE"
"0093-2058","1a105a59-dcd5-4fa6-a675-995d6ab5c58d","0","60","mg","","","Nifedipine"
"60429-171","19dde540-3d29-4db4-9570-6ca15f09e0fe","0","150","mg","","","SULINDAC"
"60429-172","19dde540-3d29-4db4-9570-6ca15f09e0fe","0","200","mg","","","SULINDAC"
"52125-135","1a1683f1-eb9f-4c78-8d13-7a6d55212b1b","0","100","mg","","","DOXYCYCLINE ANHYDROUS"
"68084-014","19926550-0376-42b1-bf67-56871e5bd7a3","0","20","mg","","","FUROSEMIDE"
"68084-016","19926550-0376-42b1-bf67-56871e5bd7a3","0","40","mg","","","FUROSEMIDE"
"68084-017","19926550-0376-42b1-bf67-56871e5bd7a3","0","80","mg","","","FUROSEMIDE"
"55154-6237","19fc5f11-e83f-4ff2-b92f-33e9c3f6a7cb","0","500","mg","","","LEVETIRACETAM"
"55154-6253","19fc5f11-e83f-4ff2-b92f-33e9c3f6a7cb","0","750","mg","","","LEVETIRACETAM"
"68180-854","1a04986b-abdd-47df-a7fb-25a961206c30","1","0.02","mg","","","ETHINYL ESTRADIOL"
"68180-854","1a04986b-abdd-47df-a7fb-25a961206c30","1","0.1","mg","","","LEVONORGESTREL"
"66582-311","19514788-bb53-40cf-8d9b-074fb723137a","0","10","mg","","","ezetimibe"
"66582-311","19514788-bb53-40cf-8d9b-074fb723137a","0","10","mg","","","simvastatin"
"66582-312","19514788-bb53-40cf-8d9b-074fb723137a","0","10","mg","","","ezetimibe"
"66582-312","19514788-bb53-40cf-8d9b-074fb723137a","0","20","mg","","","simvastatin"
"66582-313","19514788-bb53-40cf-8d9b-074fb723137a","0","10","mg","","","ezetimibe"
"66582-313","19514788-bb53-40cf-8d9b-074fb723137a","0","40","mg","","","simvastatin"
"66582-315","19514788-bb53-40cf-8d9b-074fb723137a","0","10","mg","","","ezetimibe"
"66582-315","19514788-bb53-40cf-8d9b-074fb723137a","0","80","mg","","","simvastatin"
"65862-597","1a123145-2d63-484a-a0a0-061890796137","0","150","mg","","","LAMIVUDINE"
"65862-597","1a123145-2d63-484a-a0a0-061890796137","0","300","mg","","","ZIDOVUDINE"
"23155-026","1a4229af-77f3-45f9-9fa5-d86146c69223","0","80","mg","","","VERAPAMIL"
"50436-3026","1a416e51-612f-43a2-ac6f-c84c8a4ae537","0","10","mg","","","ZOLPIDEM"
"0179-0112","1a082d12-9299-43da-9023-d3d5c97bdcd0","0","5","mg","","","HYDROCODONE"
"0179-0112","1a082d12-9299-43da-9023-d3d5c97bdcd0","0","325","mg","","","ACETAMINOPHEN"
"0179-1957","1a082d12-9299-43da-9023-d3d5c97bdcd0","0","10","mg","","","HYDROCODONE"
"0179-1957","1a082d12-9299-43da-9023-d3d5c97bdcd0","0","325","mg","","","ACETAMINOPHEN"
"68258-7077","1a577f08-1a85-45a0-81b9-265be154dc66","0","1","mg","","","HALOPERIDOL"
"43063-064","1a4c6120-c126-4ff1-84e7-f9d5c879a963","0","50","mg","","","METOPROLOL"
"66992-399","1a5d7233-4453-42a5-8144-a4276db39660","0","25","mg","","","BENZPHETAMINE"
"54868-3059","1a512398-6630-4e33-a3e1-1e3db99faee8","0","50","mg","","","CLOMIPHENE"
"0781-5248","196665b8-c5c1-4655-8442-eee41bb3ec56","0","0.125","mg","","","PRAMIPEXOLE"
"0781-5249","196665b8-c5c1-4655-8442-eee41bb3ec56","0","0.25","mg","","","PRAMIPEXOLE"
"0781-5250","196665b8-c5c1-4655-8442-eee41bb3ec56","0","0.5","mg","","","PRAMIPEXOLE"
"0781-5251","196665b8-c5c1-4655-8442-eee41bb3ec56","0","1","mg","","","PRAMIPEXOLE"
"0781-5252","196665b8-c5c1-4655-8442-eee41bb3ec56","0","1.5","mg","","","PRAMIPEXOLE"
"0781-5281","196665b8-c5c1-4655-8442-eee41bb3ec56","0","0.75","mg","","","PRAMIPEXOLE"
"55154-5366","1a5ed33b-03fa-4b20-87c3-c4d52a7604a5","0","0.25","mg","","","PRAMIPEXOLE"
"60760-129","1a3d1d65-b7d4-48a6-bb11-e5bfdc627b1f","0","50","mg","","","LOSARTAN"
"60760-130","1a3d1d65-b7d4-48a6-bb11-e5bfdc627b1f","0","100","mg","","","LOSARTAN"
"0591-0338","1a0ac4fa-38db-4432-a9c3-5b53b26ea45a","0","50","mg","","","Diclofenac"
"0591-0339","1a0ac4fa-38db-4432-a9c3-5b53b26ea45a","0","75","mg","","","Diclofenac"
"55700-021","1a57d6e7-5e1d-4fe9-82fc-f3bdc289a621","0","20","mg","","","Simvastatin"
"52959-655","1a55e010-4f16-4082-be02-77d7777f8c09","0","100","mg","","","BUPROPION"
"54868-0818","1a77dadd-9c05-4f77-9b5e-7771c69be2da","0","20","mg","","","DICYCLOMINE"
"35356-747","1a8b6e3f-b7b0-4a00-b026-f769cb871c09","0","2","mg","","","LORAZEPAM"
"49349-292","1a85af33-7a8b-46c7-9bcd-c33cefd0861f","0","100","mg","","","NEFAZODONE"
"43393-203","1a89fe3a-2524-4009-b71f-9f50920a914b","0","200","ug","","","MISOPROSTOL"
"60429-106","1a8003d3-b990-4462-a787-ab93ca72f7b7","0","0.4","mg","","","TAMSULOSIN"
"0603-5763","1a2c363c-e1fb-46c8-80e0-0c6f6a8595af","0","25","mg","","","SPIRONOLACTONE"
"0603-5764","1a2c363c-e1fb-46c8-80e0-0c6f6a8595af","0","50","mg","","","SPIRONOLACTONE"
"0603-5765","1a2c363c-e1fb-46c8-80e0-0c6f6a8595af","0","100","mg","","","SPIRONOLACTONE"
"0781-2147","1a77f78d-69e7-4085-9787-0454245b61e2","0","15","mg","","","LANSOPRAZOLE"
"0781-2148","1a77f78d-69e7-4085-9787-0454245b61e2","0","30","mg","","","LANSOPRAZOLE"
"0555-9025","19d8c786-2d67-4abd-9d2a-c72b3198a850","0","1","mg","","","NORETHINDRONE"
"0555-9025","19d8c786-2d67-4abd-9d2a-c72b3198a850","0","20","ug","","","ETHINYL ESTRADIOL"
"0555-9027","19d8c786-2d67-4abd-9d2a-c72b3198a850","0","1.5","mg","","","NORETHINDRONE"
"0555-9027","19d8c786-2d67-4abd-9d2a-c72b3198a850","0","30","ug","","","ETHINYL ESTRADIOL"
"0555-9026","19d8c786-2d67-4abd-9d2a-c72b3198a850","1","1","mg","","","NORETHINDRONE"
"0555-9026","19d8c786-2d67-4abd-9d2a-c72b3198a850","1","20","ug","","","ETHINYL ESTRADIOL"
"0555-9028","19d8c786-2d67-4abd-9d2a-c72b3198a850","1","1.5","mg","","","NORETHINDRONE"
"0555-9028","19d8c786-2d67-4abd-9d2a-c72b3198a850","1","30","ug","","","ETHINYL ESTRADIOL"
"60429-946","1a6fba4e-ebcd-4b64-98db-47d5a9a54e0d","0","75","mg","","","BUPROPION"
"60429-947","1a6fba4e-ebcd-4b64-98db-47d5a9a54e0d","0","100","mg","","","BUPROPION"
"54868-4421","1a0963fd-d3b4-457f-89af-096afb7c5152","0","3.125","mg","","","CARVEDILOL"
"54868-4424","1a0963fd-d3b4-457f-89af-096afb7c5152","0","6.25","mg","","","CARVEDILOL"
"54868-4396","1a0963fd-d3b4-457f-89af-096afb7c5152","0","12.5","mg","","","CARVEDILOL"
"54868-4395","1a0963fd-d3b4-457f-89af-096afb7c5152","0","25","mg","","","CARVEDILOL"
"0615-3584","1a2048f4-f9ed-49e6-ab7d-c968120ff4e1","0","2","mg","","","PERPHENAZINE"
"52125-262","1a9c378b-1cca-409c-a39c-3ffcea07fb22","0","30","mg","","","ISOSORBIDE MONONITRATE"
"0615-3585","1a2048f4-f9ed-49e6-ab7d-c968120ff4e1","0","4","mg","","","PERPHENAZINE"
"0615-4511","1a2048f4-f9ed-49e6-ab7d-c968120ff4e1","0","8","mg","","","PERPHENAZINE"
"60505-5306","1a7055b7-8c7e-68e5-4010-5c4d3e5b49cb","0","400","mg","","","ACYCLOVIR"
"60505-5307","1a7055b7-8c7e-68e5-4010-5c4d3e5b49cb","0","800","mg","","","ACYCLOVIR"
"0781-2452","19b22a02-eab2-4b43-9f08-c127e321fc69","0","120","mg","","","DILTIAZEM"
"0781-2453","19b22a02-eab2-4b43-9f08-c127e321fc69","0","180","mg","","","DILTIAZEM"
"0781-2454","19b22a02-eab2-4b43-9f08-c127e321fc69","0","240","mg","","","DILTIAZEM"
"0781-2455","19b22a02-eab2-4b43-9f08-c127e321fc69","0","300","mg","","","DILTIAZEM"
"0781-2456","19b22a02-eab2-4b43-9f08-c127e321fc69","0","360","mg","","","DILTIAZEM"
"0781-2457","19b22a02-eab2-4b43-9f08-c127e321fc69","0","420","mg","","","DILTIAZEM"
"16590-884","1a90cbd5-1392-4823-a36b-443c97e62953","0","60","mg","","","MORPHINE"
"63629-3597","1a93978e-adeb-4670-ae00-2eed3b0f0bea","0","75","mg","","","AMITRIPTYLINE"
"0093-8019","1aad8d86-4453-4ef6-ac22-e2fc8e4ee23c","0","0.75","mg","","","PRAMIPEXOLE"
"0143-9803","1aa2d989-1240-411e-a8c6-720d9f214063","0","100","mg","","","DOXYCYCLINE ANHYDROUS"
"0527-1318","1a9eafe9-63a6-4c56-95e8-2d02b2d4f2cb","0","2.5","mg","","","TERBUTALINE"
"0527-1311","1a9eafe9-63a6-4c56-95e8-2d02b2d4f2cb","0","5","mg","","","TERBUTALINE"
"0615-1592","1a989f28-0766-4bc9-ad9b-c0beaefa7fe8","0","100","mg","","","ALLOPURINOL"
"0615-1593","1a989f28-0766-4bc9-ad9b-c0beaefa7fe8","0","300","mg","","","ALLOPURINOL"
"21695-788","1ac2687d-1a70-4a69-b84c-22840925db09","0","100","mg","","","losartan"
"21695-788","1ac2687d-1a70-4a69-b84c-22840925db09","0","25","mg","","","hydrochlorothiazide"
"49349-269","1ad878ac-0d89-490c-8587-c1d8c6f44131","0","200","mg","","","ACYCLOVIR"
"68788-9164","1ad32038-f484-4469-93fe-d3da81d8b9ea","0","0.1","mg","","","Levothyroxine"
"63629-1260","1acdc98b-2ac1-00da-2bc6-d3ec78b5b015","0","550","mg","","","NAPROXEN"
"66116-485","1acbda65-ead7-4947-841c-8788c3ee4c00","0","5","mg","","","PREDNISONE"
"55289-098","1ad03043-e7e9-47cd-a561-8f717fb0cebb","0","250","ug","","","DIGOXIN"
"42546-190","1ace1b62-3565-4486-ac54-94a2a1b74554","1","2840","[iU]","","","BETA CAROTENE"
"42546-190","1ace1b62-3565-4486-ac54-94a2a1b74554","1","120","mg","","","ASCORBIC ACID"
"42546-190","1ace1b62-3565-4486-ac54-94a2a1b74554","1","840","[iU]","","","CHOLECALCIFEROL"
"42546-190","1ace1b62-3565-4486-ac54-94a2a1b74554","1","2","mg","","",".ALPHA.-TOCOPHEROL, D-"
"42546-190","1ace1b62-3565-4486-ac54-94a2a1b74554","1","1.5","mg","","","THIAMINE ION"
"42546-190","1ace1b62-3565-4486-ac54-94a2a1b74554","1","4","mg","","","RIBOFLAVIN"
"42546-190","1ace1b62-3565-4486-ac54-94a2a1b74554","1","20","mg","","","NIACINAMIDE"
"42546-190","1ace1b62-3565-4486-ac54-94a2a1b74554","1","50","mg","","","PYRIDOXINE"
"42546-190","1ace1b62-3565-4486-ac54-94a2a1b74554","1","1","mg","","","FOLIC ACID"
"42546-190","1ace1b62-3565-4486-ac54-94a2a1b74554","1",".012","mg","","","CYANOCOBALAMIN"
"42546-190","1ace1b62-3565-4486-ac54-94a2a1b74554","1","215","mg","","","CALCIUM CATION"
"42546-190","1ace1b62-3565-4486-ac54-94a2a1b74554","1","26","mg","","","IRON"
"42546-190","1ace1b62-3565-4486-ac54-94a2a1b74554","1","25","mg","","","MAGNESIUM"
"42546-190","1ace1b62-3565-4486-ac54-94a2a1b74554","1","25","mg","","","ZINC OXIDE"
"42546-190","1ace1b62-3565-4486-ac54-94a2a1b74554","1","2","mg","","","CUPRIC CATION"
"42546-190","1ace1b62-3565-4486-ac54-94a2a1b74554","1",".223","mg","","","IODINE"
"42546-190","1ace1b62-3565-4486-ac54-94a2a1b74554","2","278","mg","","","OMEGA-3 FATTY ACIDS"
"63629-4407","1ad8e5c7-15b2-48b1-b846-41de1fa4eb21","0","10","mg","","","OXYCODONE"
"63629-4407","1ad8e5c7-15b2-48b1-b846-41de1fa4eb21","0","325","mg","","","ACETAMINOPHEN"
"54868-6067","1adb5942-7330-48c9-add5-a0b321ce860b","0","12000","[USP'U]","","","PANCRELIPASE LIPASE"
"54868-6067","1adb5942-7330-48c9-add5-a0b321ce860b","0","38000","[USP'U]","","","PANCRELIPASE PROTEASE"
"54868-6067","1adb5942-7330-48c9-add5-a0b321ce860b","0","60000","[USP'U]","","","PANCRELIPASE AMYLASE"
"64720-327","1a8fd2f2-fedb-45f5-a634-37fdb4d84c7a","0","5","mg","","","DEXTROAMPHETAMINE"
"64720-328","1a8fd2f2-fedb-45f5-a634-37fdb4d84c7a","0","10","mg","","","DEXTROAMPHETAMINE"
"64720-329","1a8fd2f2-fedb-45f5-a634-37fdb4d84c7a","0","15","mg","","","DEXTROAMPHETAMINE"
"62037-710","1adf9824-63fb-4ec2-8dcd-61c68b4d00ca","0","10","meq","","","POTASSIUM CATION"
"62037-720","1adf9824-63fb-4ec2-8dcd-61c68b4d00ca","0","20","meq","","","POTASSIUM CATION"
"49999-869","1af3bdaa-a50e-4673-876a-f3ac1f1c91ce","0","15","mg","","","MELOXICAM"
"55154-5431","1ae7704d-80f3-4bb0-92a1-27c5cace4194","0","4","mg","","","ONDANSETRON"
"49349-512","1af644b2-3178-452f-af56-23e5caaf7193","0","10","mg","","","HALOPERIDOL"
"0615-7755","1b09fce6-6835-48ad-a2d3-aae80b549579","0","20","mg","","","DICYCLOMINE"
"16590-475","1b09f720-9416-475a-8b4c-325d7b87299f","0","200","mg","","","CARBAMAZEPINE"
"0054-2795","1b0fb66f-9614-4d30-9c08-cf117266e552","0","5","mg","","","OXYCODONE"
"0054-2795","1b0fb66f-9614-4d30-9c08-cf117266e552","0","500","mg","","","ACETAMINOPHEN"
"64455-152","1af159fc-9c16-4c4c-9c82-9eb6f2a151a2","0","5","mg","","","isosorbide"
"64455-192","1af159fc-9c16-4c4c-9c82-9eb6f2a151a2","0","40","mg","","","isosorbide"
"68788-9951","1b102629-ae66-4455-8d26-4aff82e5f933","0","250","mg","","","CEPHALEXIN ANHYDROUS"
"68788-9950","1b102629-ae66-4455-8d26-4aff82e5f933","0","500","mg","","","CEPHALEXIN ANHYDROUS"
"42254-036","1b291d0a-1350-4637-bab3-f0bf43ab2a13","0","75","mg","","","Diclofenac"
"24236-493","1b2c4eb9-d5ee-4942-99a9-d5bafebe7a90","0","4","mg","","","DOXAZOSIN"
"0884-0773","1b0bebd2-ab7f-4d13-84fc-9b1c5b97d96f","0","250","mg","","","griseofulvin"
"0884-0763","1b0bebd2-ab7f-4d13-84fc-9b1c5b97d96f","0","125","mg","","","griseofulvin"
"68001-105","1b12c694-e120-45f6-ad28-36373e2c5378","0","250","mg","","","VALPROIC ACID"
"68001-106","1b12c694-e120-45f6-ad28-36373e2c5378","0","500","mg","","","VALPROIC ACID"
"68258-6972","1b1be459-a727-487a-aefd-f3c3757b6cc9","0","160","mg","","","VALSARTAN"
"68258-6972","1b1be459-a727-487a-aefd-f3c3757b6cc9","0","12.5","mg","","","HYDROCHLOROTHIAZIDE"
"68258-6973","1b1be459-a727-487a-aefd-f3c3757b6cc9","0","160","mg","","","VALSARTAN"
"68258-6973","1b1be459-a727-487a-aefd-f3c3757b6cc9","0","25","mg","","","HYDROCHLOROTHIAZIDE"
"58118-0810","1b2004cc-a5d0-4220-b0ae-0ef9e0fc8047","0","10","mg","","","NORTRIPTYLINE"
"58118-0811","1b2004cc-a5d0-4220-b0ae-0ef9e0fc8047","0","25","mg","","","NORTRIPTYLINE"
"35356-775","1b2bfb16-d457-43a0-b4d0-e6d2dd7ec45e","0","40","mg","","","SIMVASTATIN"
"35356-781","1b2bfb16-d457-43a0-b4d0-e6d2dd7ec45e","0","20","mg","","","SIMVASTATIN"
"68462-188","1abc073c-87bb-47e8-a697-934b3a1c4c2b","0","250","mg","","","NAPROXEN"
"68462-189","1abc073c-87bb-47e8-a697-934b3a1c4c2b","0","375","mg","","","NAPROXEN"
"68462-190","1abc073c-87bb-47e8-a697-934b3a1c4c2b","0","500","mg","","","NAPROXEN"
"68462-178","1abc073c-87bb-47e8-a697-934b3a1c4c2b","0","275","mg","","","NAPROXEN"
"68462-179","1abc073c-87bb-47e8-a697-934b3a1c4c2b","0","550","mg","","","NAPROXEN"
"16729-167","1b4dab43-23d9-4fee-a94c-c11749ad895a","0","50","mg","","","TRAMADOL"
"51079-142","1b62b9b9-a2bf-4517-99c2-a6a94f514a38","0","450","mg","","","LITHIUM CATION"
"68788-0053","1b4b93da-4cf4-4275-af90-e9fccc240474","0","5","mg","","","BUSPIRONE"
"68084-552","1b515565-a311-4d1a-a2ce-02b16bdb74a5","0","200","mg","","","KETOCONAZOLE"
"21695-369","1b34c6ec-ac27-455e-976e-d22cf9d81950","0","300","mg","","","ZIDOVUDINE"
"51285-275","1b3e9b8e-6773-467a-89b8-415ce2b115d5","0","50","mg","","","NALTREXONE"
"55289-589","1b6c803a-200d-4128-bcf3-16740da18f34","0","500","mg","","","CEFADROXIL"
"0179-0092","1b3fb004-351e-4301-83e3-420619f7ec48","0","500","mg","","","METHOCARBAMOL"
