"product_code","setid","part_num","numerator_value","numerator_unit","denominator_value","denominator_unit","base_of_strength"
"49349-260","c9cc1146-ef43-47ed-a5df-6b574dcb5bdd","0","100","mg","","","MINOCYCLINE"
"68788-9121","33347f3b-c347-4a52-b788-4e67894edc51","0","500","mg","","","METFORMIN"
"68788-9122","33347f3b-c347-4a52-b788-4e67894edc51","0","1000","mg","","","METFORMIN"
"50436-6745","f4779618-2f79-4a0d-90e5-17df2a30cc39","0","37.5","mg","","","Phentermine"
"0093-5850","61f27814-bc32-4de5-b12a-29fe1ee9771e","0","5","mg","","","ESCITALOPRAM"
"0093-5851","61f27814-bc32-4de5-b12a-29fe1ee9771e","0","10","mg","","","ESCITALOPRAM"
"0093-5852","61f27814-bc32-4de5-b12a-29fe1ee9771e","0","20","mg","","","ESCITALOPRAM"
"54868-5830","92919b7e-b499-4afb-8f78-1b1fff099bae","0","150","mg","","","OXCARBAZEPINE"
"54868-6073","92919b7e-b499-4afb-8f78-1b1fff099bae","0","300","mg","","","OXCARBAZEPINE"
"54868-6129","92919b7e-b499-4afb-8f78-1b1fff099bae","0","600","mg","","","OXCARBAZEPINE"
"64679-738","f861c40a-504b-42c0-a17d-af35c0f187f9","0","10","mg","","","ALFUZOSIN"
"53808-0755","da5833e4-1a6a-4978-bc9e-3045f774922a","0","100","mg","","","ALLOPURINOL"
"53808-0604","da5833e4-1a6a-4978-bc9e-3045f774922a","0","300","mg","","","ALLOPURINOL"
"63629-4070","c5b907f8-84a0-5fb2-e7ec-4c82246195f5","0","25","mg","","","CARVEDILOL"
"21695-635","bd2f4e87-e595-4099-acb9-e36803170f72","0","2.5","mg","","","NITROGLYCERIN"
"21695-636","bd2f4e87-e595-4099-acb9-e36803170f72","0","6.5","mg","","","NITROGLYCERIN"
"66993-060","7069521a-c7f9-4e8d-99b8-0cb5c971e7cf","0","250","mg","","","ATOVAQUONE"
"66993-060","7069521a-c7f9-4e8d-99b8-0cb5c971e7cf","0","100","mg","","","PROGUANIL"
"13845-1202","0071f9f3-a29b-4ba6-9555-69f672501cbc","0","250","1","","","CYCLOSERINE"
"49349-074","1c24a88c-8c93-463a-b793-a1e37b335cdd","0","25","mg","","","HYDROCHLOROTHIAZIDE"
"49349-074","1c24a88c-8c93-463a-b793-a1e37b335cdd","0","37.5","mg","","","TRIAMTERENE"
"75987-010","558b9f26-37b2-423b-932d-25a37afe57ec","0","800","mg","","","Ibuprofen"
"75987-010","558b9f26-37b2-423b-932d-25a37afe57ec","0","26.6","mg","","","Famotidine"
"0093-2070","0aaa68a7-f73b-46d8-860f-a76d96897489","0","1","mg","","","DOXAZOSIN"
"0093-2069","0aaa68a7-f73b-46d8-860f-a76d96897489","0","2","mg","","","DOXAZOSIN"
"0093-2068","0aaa68a7-f73b-46d8-860f-a76d96897489","0","4","mg","","","DOXAZOSIN"
"0093-2067","0aaa68a7-f73b-46d8-860f-a76d96897489","0","8","mg","","","DOXAZOSIN"
"51285-114","997a8511-357b-42b7-aa4c-00895bed1e10","1","0.15","mg","","","DESOGESTREL"
"51285-114","997a8511-357b-42b7-aa4c-00895bed1e10","1","0.02","mg","","","ETHINYL ESTRADIOL"
"51285-114","997a8511-357b-42b7-aa4c-00895bed1e10","3","0.01","mg","","","ETHINYL ESTRADIOL"
"0093-5455","b1c5c06b-9ce2-4bf7-9693-e37608055a14","0","1","mg","","","ESTRADIOL"
"0093-5455","b1c5c06b-9ce2-4bf7-9693-e37608055a14","0","0.5","mg","","","NORETHINDRONE"
"0406-0512","f2137f1a-b49a-40bd-97ac-cd6b36e295f4","0","5","mg","","","OXYCODONE"
"0406-0512","f2137f1a-b49a-40bd-97ac-cd6b36e295f4","0","325","mg","","","ACETAMINOPHEN"
"0406-0522","f2137f1a-b49a-40bd-97ac-cd6b36e295f4","0","7.5","mg","","","OXYCODONE"
"0406-0522","f2137f1a-b49a-40bd-97ac-cd6b36e295f4","0","325","mg","","","ACETAMINOPHEN"
"0406-0582","f2137f1a-b49a-40bd-97ac-cd6b36e295f4","0","7.5","mg","","","OXYCODONE"
"0406-0582","f2137f1a-b49a-40bd-97ac-cd6b36e295f4","0","500","mg","","","ACETAMINOPHEN"
"0406-0523","f2137f1a-b49a-40bd-97ac-cd6b36e295f4","0","10","mg","","","OXYCODONE"
"0406-0523","f2137f1a-b49a-40bd-97ac-cd6b36e295f4","0","325","mg","","","ACETAMINOPHEN"
"63629-1618","436391ed-1bf9-407b-1854-9796537bdf50","0","10","mg","","","METOCLOPRAMIDE"
"52125-156","dfc9080d-8999-40c4-9284-439874eaf21d","0","100","mg","","","NITROFURANTOIN"
"63629-4865","f9a92bf9-0bb2-4963-90d0-f610fe0a34f2","0","40","mg","","","ATORVASTATIN"
"50436-0248","be6eda09-70f4-4c2a-a81b-b72f4353ec35","0","500","mg","","","METFORMIN"
"63874-330","94778fd1-1cbc-4fbf-b167-25beb1d80769","0","350","mg","","","CARISOPRODOL"
"63629-3209","82084f4e-00d0-c298-c13a-88a6c0860b02","0","2","mg","","","Tizanidine"
"14290-500","614401aa-cda6-4cea-88e8-11967fbdde6b","0","100","mg","","","MINOCYCLINE"
"14290-501","614401aa-cda6-4cea-88e8-11967fbdde6b","0","50","mg","","","MINOCYCLINE"
"59556-007","b418ecb1-21ee-40db-b2af-f655f0c292ca","0","25","mg","","","HYDRALAZINE"
"59556-008","b418ecb1-21ee-40db-b2af-f655f0c292ca","0","50","mg","","","HYDRALAZINE"
"59556-009","b418ecb1-21ee-40db-b2af-f655f0c292ca","0","100","mg","","","HYDRALAZINE"
"52959-055","4d0ba36c-0a4a-4faf-9f1d-79e5273808d5","0","100","mg","","","DOXYCYCLINE ANHYDROUS"
"0904-6010","7bb07118-4b39-4b0b-914a-a4675f732c11","0","250","mg","","","AZITHROMYCIN ANHYDROUS"
"54868-5261","f0b31daa-0792-43d5-af08-8b6a864dc90a","0","25","mg","","","EXEMESTANE"
"0904-6033","de9410c2-e443-42fe-a166-3805074d97e8","0","50","mg","","","METOPROLOL"
"0904-6034","de9410c2-e443-42fe-a166-3805074d97e8","0","100","mg","","","METOPROLOL"
"10544-096","3862fdbf-2061-48c3-922f-78276553f7af","0","500","mg","","","AMOXICILLIN ANHYDROUS"
"23155-105","aaf38269-f4e2-4bb4-916b-7e4185816d9b","0","10","mg","","","HYDROXYZINE"
"23155-106","aaf38269-f4e2-4bb4-916b-7e4185816d9b","0","25","mg","","","HYDROXYZINE"
"23155-107","aaf38269-f4e2-4bb4-916b-7e4185816d9b","0","50","mg","","","HYDROXYZINE"
"23155-010","4babe1c2-15f2-40af-b326-b256507a921c","0","25","mg","","","INDOMETHACIN"
"23155-011","4babe1c2-15f2-40af-b326-b256507a921c","0","50","mg","","","INDOMETHACIN"
"49364-110","de8d97fd-3a76-4019-a640-882066c25c19","0","250","mg","","","CEPHALEXIN ANHYDROUS"
"49364-111","de8d97fd-3a76-4019-a640-882066c25c19","0","500","mg","","","CEPHALEXIN ANHYDROUS"
"0785-6350","4e7769a0-3f1d-4ce3-9c7c-6fa221cc4280","0","10","mg","","","HYDROCODONE"
"0785-6350","4e7769a0-3f1d-4ce3-9c7c-6fa221cc4280","0","650","mg","","","ACETAMINOPHEN"
"0069-2600","e04aa152-b08d-47f7-b976-f8bee4c386db","0","10","mg","","","NIFEDIPINE"
"52125-149","39f8952d-92f7-4bb4-8472-ec91a4a5a2ee","0","30","mg","","","LANSOPRAZOLE"
"54092-063","cb960074-99c1-4a73-941f-f0644a7ec219","0","0.5","mg","","","ANAGRELIDE"
"33261-160","9a28e7c3-f25e-4341-9cda-f143be125e69","0","25","mg","","","NITROFURANTOIN"
"33261-160","9a28e7c3-f25e-4341-9cda-f143be125e69","0","75","mg","","","NITROFURANTOIN"
"76439-244","1b2329b6-d7c4-4b7c-b9f8-71a31731358a","1","35","mg","","","FERROUS CATION"
"76439-244","1b2329b6-d7c4-4b7c-b9f8-71a31731358a","1","400","[iU]","","","CHOLECALCIFEROL"
"76439-244","1b2329b6-d7c4-4b7c-b9f8-71a31731358a","1","30","[iU]","","",".ALPHA.-TOCOPHEROL, DL-"
"76439-244","1b2329b6-d7c4-4b7c-b9f8-71a31731358a","1","20","mg","","","PYRIDOXINE"
"76439-244","1b2329b6-d7c4-4b7c-b9f8-71a31731358a","1","1","mg","","","FOLIC ACID"
"76439-244","1b2329b6-d7c4-4b7c-b9f8-71a31731358a","1","50","mg","","","DOCUSATE"
"76439-244","1b2329b6-d7c4-4b7c-b9f8-71a31731358a","1","120","mg","","","ASCORBIC ACID"
"76439-244","1b2329b6-d7c4-4b7c-b9f8-71a31731358a","1","3","mg","","","THIAMINE ION"
"76439-244","1b2329b6-d7c4-4b7c-b9f8-71a31731358a","1","3.4","mg","","","RIBOFLAVIN"
"76439-244","1b2329b6-d7c4-4b7c-b9f8-71a31731358a","1","20","mg","","","NIACINAMIDE"
"76439-244","1b2329b6-d7c4-4b7c-b9f8-71a31731358a","1","150","ug","","","IODIDE ION"
"76439-244","1b2329b6-d7c4-4b7c-b9f8-71a31731358a","1","25","mg","","","ZINC OXIDE"
"76439-244","1b2329b6-d7c4-4b7c-b9f8-71a31731358a","1","2","mg","","","CUPRIC CATION"
"76439-244","1b2329b6-d7c4-4b7c-b9f8-71a31731358a","2","300","mg","","","DOCONEXENT"
"60760-361","9af278c4-d10e-46c1-b3da-bee0f8a511e1","0","1","mg","","","FOLIC ACID"
"12634-445","2c4954a3-35dd-4ea1-ad32-0044d6db1665","0","25","mg","","","HYDROCHLOROTHIAZIDE"
"12634-471","2c4954a3-35dd-4ea1-ad32-0044d6db1665","0","50","mg","","","HYDROCHLOROTHIAZIDE"
"60760-933","346fd641-7fe2-44e6-adf9-a9fc32126b81","0","7.5","mg","","","OXYCODONE"
"60760-933","346fd641-7fe2-44e6-adf9-a9fc32126b81","0","325","mg","","","ACETAMINOPHEN"
"52125-674","1c191aee-426a-4e57-919e-d06dc57281eb","0","600","mg","","","IBUPROFEN"
"63629-4274","53f6d7af-bb4a-4bbd-994e-cfcfba1f5fbc","0","7.5","mg","","","HYDROCODONE"
"63629-4274","53f6d7af-bb4a-4bbd-994e-cfcfba1f5fbc","0","750","mg","","","ACETAMINOPHEN"
"10544-273","72400d93-7ec6-494a-8dc0-6de8f6c0c531","0","500","mg","","","NABUMETONE"
"55289-142","d42e474f-cee4-476c-a35e-9f171d7e1943","0","600","mg","","","IBUPROFEN"
"55289-971","e41e7bf5-86b4-4b25-b061-407c88449372","0","20","mg","","","OMEPRAZOLE"
"68788-9770","340f1a87-0bc6-46bf-8f16-80a5348ad15f","0","8","mg","","","ONDANSETRON"
"52125-481","6130b691-f852-4e99-822f-05e78c91009a","0","5","mg","","","GLIPIZIDE"
"49349-981","c3eb942c-932e-4a4b-9a77-c928aee02127","0","5","mg","","","OLANZAPINE"
"62584-693","706e50a5-1998-46ab-a635-402fc5489865","0","100","mg","","","DOXYCYCLINE ANHYDROUS"
"21695-363","16a5de2d-2f89-4fc2-a1cf-2d6fd11f2748","0","30","mg","","","FLURAZEPAM"
"35356-942","d3dfb5d7-486c-44d8-8eb3-07b4e26f1b81","0","25","mg","","","HYDROXYZINE"
"35356-939","d3dfb5d7-486c-44d8-8eb3-07b4e26f1b81","0","50","mg","","","HYDROXYZINE"
"63629-3092","7a548103-95e7-45c1-91e3-4c369965670b","0","10","mg","","","HYDROCODONE"
"63629-3092","7a548103-95e7-45c1-91e3-4c369965670b","0","500","mg","","","ACETAMINOPHEN"
"50436-0340","c1c5e687-caf3-461c-8ef3-b8c767bdf145","0","100","mg","","","DOXYCYCLINE ANHYDROUS"
"58118-0248","42884d6a-ed7c-431a-be91-766dd40bde33","0","150","mg","","","RANITIDINE"
"0093-7303","8b3c5f72-20eb-4e07-9ddf-f4e6b6dfa795","0","15","mg","","","MIRTAZAPINE"
"0093-7304","8b3c5f72-20eb-4e07-9ddf-f4e6b6dfa795","0","30","mg","","","MIRTAZAPINE"
"0093-7305","8b3c5f72-20eb-4e07-9ddf-f4e6b6dfa795","0","45","mg","","","MIRTAZAPINE"
"42549-504","487193e9-b9ab-443e-a1c5-26aa14cb2641","0","500","mg","","","CEFADROXIL ANHYDROUS"
"68258-6095","b8f076d5-f271-4099-8d86-c7b02beece08","0","160","mg","","","VALSARTAN"
"68258-6095","b8f076d5-f271-4099-8d86-c7b02beece08","0","12.5","mg","","","HYDROCHLOROTHIAZIDE"
"68258-6096","b8f076d5-f271-4099-8d86-c7b02beece08","0","160","mg","","","VALSARTAN"
"68258-6096","b8f076d5-f271-4099-8d86-c7b02beece08","0","25","mg","","","HYDROCHLOROTHIAZIDE"
"43063-054","048cf853-dd29-4f34-bd66-903732c7abf4","0","250","mg","","","PENICILLIN V"
"54868-5566","47fdef53-4060-4372-9b48-fdb39a7e3fd3","0","200","mg","","","LOPINAVIR"
"54868-5566","47fdef53-4060-4372-9b48-fdb39a7e3fd3","0","50","mg","","","RITONAVIR"
"43063-096","d6918541-6285-48ea-8255-23212f9a3ad7","0","500","mg","","","PENICILLIN V"
"66336-363","809537e2-c85b-4587-a3c6-f252334d503f","0","0.5","mg","","","LORAZEPAM"
"49999-127","7ef6e753-7e8a-4ded-84a9-d7aae9f6f2db","0","0.1","mg","","","CLONIDINE"
"0603-4979","c2520a5a-ef9c-47d0-82e7-12f2b23e154b","0","7.5","mg","","","OXYCODONE"
"0603-4979","c2520a5a-ef9c-47d0-82e7-12f2b23e154b","0","325","mg","","","ACETAMINOPHEN"
"0603-4982","c2520a5a-ef9c-47d0-82e7-12f2b23e154b","0","10","mg","","","OXYCODONE"
"0603-4982","c2520a5a-ef9c-47d0-82e7-12f2b23e154b","0","325","mg","","","ACETAMINOPHEN"
"16252-590","cd288b01-b95c-6398-fdff-b9ead9f324fa","0","25","mg","","","SUMATRIPTAN"
"16252-591","cd288b01-b95c-6398-fdff-b9ead9f324fa","0","50","mg","","","SUMATRIPTAN"
"16252-592","cd288b01-b95c-6398-fdff-b9ead9f324fa","0","100","mg","","","SUMATRIPTAN"
"43063-203","f31e1854-6068-4e45-b1e5-6def862fc466","0","100","mg","","","LAMOTRIGINE"
"68788-9742","ff347283-b9ce-4570-8501-43cab7e2ecc8","0","400","mg","","","PENTOXIFYLLINE"
"47335-175","0d5f17eb-1d60-4283-83f8-affc460e02ea","0","5","mg","","","LEVOCETIRIZINE"
"49349-145","531742d3-613c-44dc-88f0-b526a478aa08","0","150","mg","","","OXCARBAZEPINE"
"16714-311","9de97bb7-36e8-4126-bede-d48375da15df","0","25","mg","","","VENLAFAXINE"
"16714-312","9de97bb7-36e8-4126-bede-d48375da15df","0","37.5","mg","","","VENLAFAXINE"
"16714-313","9de97bb7-36e8-4126-bede-d48375da15df","0","50","mg","","","VENLAFAXINE"
"16714-314","9de97bb7-36e8-4126-bede-d48375da15df","0","75","mg","","","VENLAFAXINE"
"16714-315","9de97bb7-36e8-4126-bede-d48375da15df","0","100","mg","","","VENLAFAXINE"
"44946-1022","442366aa-81f2-468f-838b-767c420b6341","0","1","mg","","","Fluoride Ion"
"44946-1022","442366aa-81f2-468f-838b-767c420b6341","0","2500","[iU]","","","Vitamin A"
"44946-1022","442366aa-81f2-468f-838b-767c420b6341","0","60","mg","","","Ascorbic Acid"
"44946-1022","442366aa-81f2-468f-838b-767c420b6341","0","400","[iU]","","","Vitamin D"
"44946-1022","442366aa-81f2-468f-838b-767c420b6341","0","15","[iU]","","","Alpha-Tocopherol"
"44946-1022","442366aa-81f2-468f-838b-767c420b6341","0","1.05","mg","","","Thiamine"
"44946-1022","442366aa-81f2-468f-838b-767c420b6341","0","1.2","mg","","","Riboflavin"
"44946-1022","442366aa-81f2-468f-838b-767c420b6341","0","13.5","mg","","","Niacin"
"44946-1022","442366aa-81f2-468f-838b-767c420b6341","0","1.05","mg","","","Pyridoxine"
"44946-1022","442366aa-81f2-468f-838b-767c420b6341","0","0.3","mg","","","Folic Acid"
"44946-1022","442366aa-81f2-468f-838b-767c420b6341","0","4.5","ug","","","Cyanocobalamin"
"42254-291","7e233783-c467-4ca7-8849-7e1526bb2de0","0","5","mg","","","HYDROCODONE"
"42254-291","7e233783-c467-4ca7-8849-7e1526bb2de0","0","300","mg","","","ACETAMINOPHEN"
"42254-301","7e233783-c467-4ca7-8849-7e1526bb2de0","0","10","mg","","","HYDROCODONE"
"42254-301","7e233783-c467-4ca7-8849-7e1526bb2de0","0","300","mg","","","ACETAMINOPHEN"
"10544-252","0a5ccef7-edba-4498-bec2-6b25d551e04b","0","7.5","mg","","","MELOXICAM"
"49349-715","52488349-1c84-4cdc-89d1-c841a68e904f","0","10","mg","","","OXAZEPAM"
"21695-233","29a8d7c5-288e-4305-8d64-42d8158ae4cd","0","7.5","mg","","","OXYCODONE"
"21695-233","29a8d7c5-288e-4305-8d64-42d8158ae4cd","0","325","mg","","","ACETAMINOPHEN"
"62541-201","40dd5602-53da-45ac-bb4b-15789aba40f9","0","3.75","mg","","","phentermine"
"62541-201","40dd5602-53da-45ac-bb4b-15789aba40f9","0","23","mg","","","topiramate"
"62541-202","40dd5602-53da-45ac-bb4b-15789aba40f9","0","7.5","mg","","","phentermine"
"62541-202","40dd5602-53da-45ac-bb4b-15789aba40f9","0","46","mg","","","topiramate"
"62541-204","40dd5602-53da-45ac-bb4b-15789aba40f9","0","15","mg","","","phentermine"
"62541-204","40dd5602-53da-45ac-bb4b-15789aba40f9","0","92","mg","","","topiramate"
"62541-203","40dd5602-53da-45ac-bb4b-15789aba40f9","0","11.25","mg","","","phentermine"
"62541-203","40dd5602-53da-45ac-bb4b-15789aba40f9","0","69","mg","","","topiramate"
"43063-356","9dcaec11-03c6-4225-b44b-02b0cf23e0d4","0","7.5","mg","","","HYDROCODONE"
"43063-356","9dcaec11-03c6-4225-b44b-02b0cf23e0d4","0","750","mg","","","ACETAMINOPHEN"
"0078-0559","18d7820d-471f-4ee2-9ec6-25d8d27c77de","0","5","mg","","","AMLODIPINE"
"0078-0559","18d7820d-471f-4ee2-9ec6-25d8d27c77de","0","160","mg","","","VALSARTAN"
"0078-0559","18d7820d-471f-4ee2-9ec6-25d8d27c77de","0","12.5","mg","","","HYDROCHLOROTHIAZIDE"
"0078-0561","18d7820d-471f-4ee2-9ec6-25d8d27c77de","0","10","mg","","","AMLODIPINE"
"0078-0561","18d7820d-471f-4ee2-9ec6-25d8d27c77de","0","160","mg","","","VALSARTAN"
"0078-0561","18d7820d-471f-4ee2-9ec6-25d8d27c77de","0","12.5","mg","","","HYDROCHLOROTHIAZIDE"
"0078-0560","18d7820d-471f-4ee2-9ec6-25d8d27c77de","0","5","mg","","","AMLODIPINE"
"0078-0560","18d7820d-471f-4ee2-9ec6-25d8d27c77de","0","160","mg","","","VALSARTAN"
"0078-0560","18d7820d-471f-4ee2-9ec6-25d8d27c77de","0","25","mg","","","HYDROCHLOROTHIAZIDE"
"0078-0562","18d7820d-471f-4ee2-9ec6-25d8d27c77de","0","10","mg","","","AMLODIPINE"
"0078-0562","18d7820d-471f-4ee2-9ec6-25d8d27c77de","0","160","mg","","","VALSARTAN"
"0078-0562","18d7820d-471f-4ee2-9ec6-25d8d27c77de","0","25","mg","","","HYDROCHLOROTHIAZIDE"
"0078-0563","18d7820d-471f-4ee2-9ec6-25d8d27c77de","0","10","mg","","","AMLODIPINE"
"0078-0563","18d7820d-471f-4ee2-9ec6-25d8d27c77de","0","320","mg","","","VALSARTAN"
"0078-0563","18d7820d-471f-4ee2-9ec6-25d8d27c77de","0","25","mg","","","HYDROCHLOROTHIAZIDE"
"55700-021","8333ebf1-6b39-4630-9b79-01c396b7dcfa","0","20","mg","","","Simvastatin"
"42291-615","25517a4a-f81d-1a64-6bcc-502bff04a165","0","2.5","mg","","","MIDODRINE"
"42291-616","25517a4a-f81d-1a64-6bcc-502bff04a165","0","5","mg","","","MIDODRINE"
"42291-617","25517a4a-f81d-1a64-6bcc-502bff04a165","0","10","mg","","","MIDODRINE"
"55154-0660","93374337-1499-4225-9585-3b3d20371d84","0","800","mg","","","SULFAMETHOXAZOLE"
"55154-0660","93374337-1499-4225-9585-3b3d20371d84","0","160","mg","","","TRIMETHOPRIM"
"53808-0351","646a7fe6-ca0c-4ca9-b413-a812305ec23e","0","20","mg","","","CITALOPRAM"
"59011-452","3afae8b9-bb24-447a-bc7f-041c8326a438","0","2","mg","","","hydromorphone"
"59011-454","3afae8b9-bb24-447a-bc7f-041c8326a438","0","4","mg","","","hydromorphone"
"59011-458","3afae8b9-bb24-447a-bc7f-041c8326a438","0","8","mg","","","hydromorphone"
"16590-966","225ffea2-7f0e-4340-b39f-4fcad0f545de","0","15","mg","","","MORPHINE"
"60429-748","6674d53a-7137-4822-8841-4982f702a1b8","0","80","mg","","","SOTALOL"
"60429-749","6674d53a-7137-4822-8841-4982f702a1b8","0","120","mg","","","SOTALOL"
"60429-750","6674d53a-7137-4822-8841-4982f702a1b8","0","160","mg","","","SOTALOL"
"60429-751","6674d53a-7137-4822-8841-4982f702a1b8","0","240","mg","","","SOTALOL"
"24236-248","a93d61b7-c107-4615-a7fb-cba000962f47","0","10","mg","","","PREDNISONE"
"63629-2579","248f828b-b8f2-421b-bd56-e715a55514e0","0","125","ug","","","DIGOXIN"
"63629-4207","8c09aa83-9545-4ebd-bd62-5692fcbb2016","0","2.5","mg","","","HYDROCODONE"
"63629-4207","8c09aa83-9545-4ebd-bd62-5692fcbb2016","0","500","mg","","","ACETAMINOPHEN"
"50436-3944","c550c0a4-3217-40ca-a5f5-51ab27e11005","0","30","mg","","","ISOSORBIDE MONONITRATE"
"49349-613","1b368b80-f054-4c47-bd62-0d77ca03ac53","0","800","mg","","","IBUPROFEN"
"68084-449","93d03943-0655-44f6-b494-57bd1e336a34","0","0.5","mg","","","TACROLIMUS ANHYDROUS"
"68084-450","93d03943-0655-44f6-b494-57bd1e336a34","0","1","mg","","","TACROLIMUS ANHYDROUS"
"68084-451","93d03943-0655-44f6-b494-57bd1e336a34","0","5","mg","","","TACROLIMUS ANHYDROUS"
"0485-0051","36527dcb-dc17-469c-8286-b752b0d8badf","0","81.6","mg","","","METHENAMINE"
"0485-0051","36527dcb-dc17-469c-8286-b752b0d8badf","0","40.8","mg","","","SODIUM CATION"
"0485-0051","36527dcb-dc17-469c-8286-b752b0d8badf","0","10.8","mg","","","METHYLENE BLUE"
"0485-0051","36527dcb-dc17-469c-8286-b752b0d8badf","0","0.12","mg","","","HYOSCYAMINE"
"44946-1020","ee94954f-ec49-4a10-8af9-c667603cefce","0","0.25","mg","","","Fluoride Ion"
"44946-1020","ee94954f-ec49-4a10-8af9-c667603cefce","0","2500","[iU]","","","Vitamin A"
"44946-1020","ee94954f-ec49-4a10-8af9-c667603cefce","0","60","mg","","","Ascorbic Acid"
"44946-1020","ee94954f-ec49-4a10-8af9-c667603cefce","0","400","[iU]","","","Vitamin D"
"44946-1020","ee94954f-ec49-4a10-8af9-c667603cefce","0","15","[iU]","","","Alpha-Tocopherol"
"44946-1020","ee94954f-ec49-4a10-8af9-c667603cefce","0","1.05","mg","","","Thiamine"
"44946-1020","ee94954f-ec49-4a10-8af9-c667603cefce","0","1.2","mg","","","Riboflavin"
"44946-1020","ee94954f-ec49-4a10-8af9-c667603cefce","0","13.5","mg","","","Niacin"
"44946-1020","ee94954f-ec49-4a10-8af9-c667603cefce","0","1.05","mg","","","Pyridoxine"
"44946-1020","ee94954f-ec49-4a10-8af9-c667603cefce","0","0.3","mg","","","Folic Acid"
"44946-1020","ee94954f-ec49-4a10-8af9-c667603cefce","0","4.5","ug","","","Cyanocobalamin"
"16590-153","dd2f25f6-7688-48e1-92e7-aab152ff7413","0","15","mg","","","MIRTAZAPINE"
"16590-154","dd2f25f6-7688-48e1-92e7-aab152ff7413","0","30","mg","","","MIRTAZAPINE"
"16590-155","dd2f25f6-7688-48e1-92e7-aab152ff7413","0","45","mg","","","MIRTAZAPINE"
"49349-322","ce6d4fc1-7b86-4737-960b-124c52ebaac4","0","60","mg","","","FEXOFENADINE"
"63739-526","1cfe5171-26bf-4a93-8bd8-2b252c1a16ad","0","10","mg","","","ZOLPIDEM"
"42195-308","dfc2ab1e-0d75-4eff-9489-2afb51b02702","0","400","mg","","","fenoprofen"
"42195-600","dfc2ab1e-0d75-4eff-9489-2afb51b02702","0","200","mg","","","fenoprofen"
"76237-254","072c4627-897d-4659-bbb3-aa3777e161de","0","50","mg","","","TRAZODONE"
"76237-255","072c4627-897d-4659-bbb3-aa3777e161de","0","100","mg","","","TRAZODONE"
"16252-539","bf3425e0-428d-4bdb-ac9a-3b9d483df83a","0","2.5","mg","","","ISRADIPINE"
"16252-540","bf3425e0-428d-4bdb-ac9a-3b9d483df83a","0","5","mg","","","ISRADIPINE"
"54868-4386","4423d70a-b120-4653-bcf3-0c5ea8b97b0e","0","5","mg","","","RISEDRONIC ACID"
"54868-4671","4423d70a-b120-4653-bcf3-0c5ea8b97b0e","0","35","mg","","","RISEDRONIC ACID"
"54868-6069","4423d70a-b120-4653-bcf3-0c5ea8b97b0e","0","150","mg","","","RISEDRONIC ACID"
"63629-4146","5ce2bc19-008b-8cf7-9d4e-ddad656b4f03","0","375","mg","","","NAPROXEN"
"54868-6276","76f677b5-48f0-4fda-90c5-34756d7ea87b","1","0.15","mg","","","LEVONORGESTREL"
"54868-6276","76f677b5-48f0-4fda-90c5-34756d7ea87b","1","0.03","mg","","","ETHINYL ESTRADIOL"
"54868-6276","76f677b5-48f0-4fda-90c5-34756d7ea87b","2","0.01","mg","","","ETHINYL ESTRADIOL"
"16590-380","fb4c9c55-63c4-4d8a-b89e-36e921b39e81","0","100","mg","","","NITROFURANTOIN"
"52959-773","33694be4-87ce-4d25-92f6-6ae517bdf5ff","0","20","mg","","","CITALOPRAM"
"51079-947","8d9d9de2-1e81-4f6d-af20-734ee67407ba","0","120","mg","","","DILTIAZEM"
"51079-948","8d9d9de2-1e81-4f6d-af20-734ee67407ba","0","180","mg","","","DILTIAZEM"
"51079-949","8d9d9de2-1e81-4f6d-af20-734ee67407ba","0","240","mg","","","DILTIAZEM"
"55289-708","53179d26-7dda-4770-a312-37e28f2dc375","0","0.2","mg","","","METHYLERGONOVINE"
"76237-193","c555224c-2d01-4dc7-b5de-6edf095d6313","0","1500","mg","","","Potassium Cation"
"76237-194","c555224c-2d01-4dc7-b5de-6edf095d6313","0","750","mg","","","Potassium Cation"
"53808-0307","66abc5e3-4a7c-447a-8daa-91b872b88094","0","1","mg","","","TERAZOSIN"
"53808-0309","66abc5e3-4a7c-447a-8daa-91b872b88094","0","2","mg","","","TERAZOSIN"
"53808-0311","66abc5e3-4a7c-447a-8daa-91b872b88094","0","5","mg","","","TERAZOSIN"
"43063-323","fa7ddbd9-29e2-4a36-af46-00c96a77ac85","0","500","mg","","","LEVOFLOXACIN ANHYDROUS"
"54868-3632","95fad5f7-aac1-4600-a694-4f89ff53bfa9","0","150","mg","","","LITHIUM CATION"
"54868-1335","95fad5f7-aac1-4600-a694-4f89ff53bfa9","0","300","mg","","","LITHIUM CATION"
"52125-381","df695e29-59ac-4063-9263-26c6decebea5","0","8","mg","","","DOXAZOSIN"
"35356-989","f8ecefe3-9471-4c61-9b0d-0eddc3f9477b","0","875","mg","","","AMOXICILLIN ANHYDROUS"
"47781-219","72d7d30f-70ca-4568-b71e-66ad6decc953","0","37.5","mg","","","TRAMADOL"
"47781-219","72d7d30f-70ca-4568-b71e-66ad6decc953","0","325","mg","","","ACETAMINOPHEN"
"49999-032","47129a3e-fe0d-4e24-9c27-b5a8e7250106","0","0.5","mg","","","ALPRAZOLAM"
"76237-141","835bb6d3-6437-499d-85e5-e012f17d356c","0","0.1","mg","","","CLONIDINE"
"76237-142","835bb6d3-6437-499d-85e5-e012f17d356c","0","0.2","mg","","","CLONIDINE"
